Job Title,Company,Experience,Location,Salary,Link,Skills
AVAP Agile Information Systems - Data Scientist - Machine Learning,AVAP Agile,"<span class=""ellipsis fleft fs12 lh16"" title=""3-8 Yrs "">3-8 Yrs</span>","Kolkata, Mumbai, Hyderabad/Secunderabad, Pune, Chennai, Ahmedabad, Delhi / NCR, Bangalore/Bengaluru",Not disclosed,"=HYPERLINK(""https://www.naukri.com/job-listings-avap-agile-information-systems-data-scientist-machine-learning-avap-agile-kolkata-mumbai-hyderabad-secunderabad-pune-chennai-ahmedabad-delhi-ncr-bangalore-bengaluru-3-to-8-years-300822901909"")","Machine Learning, IT Skills, Python, C++, Linux, Data science, Perl"
Data Scientist Lead,Cloudjune,"<span class=""ellipsis fleft fs12 lh16 expwdth"" title=""6-10 Yrs "">6-10 Yrs</span>","Kolkata, Mumbai, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru, Delhi / NCR",Not disclosed,"=HYPERLINK(""https://www.naukri.com/job-listings-data-scientist-lead-cloudjune-kolkata-mumbai-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-delhi-ncr-6-to-10-years-290822908515"")","Java, prototyping, TensorFlow, machine learning, PyTorch, R, Scala, Python"
Data Scientist,Financial Software  Systems Pvt. Ltd.,"<span class=""ellipsis fleft fs12 lh16"" title=""2-3 Yrs "">2-3 Yrs</span>","Kolkata, Mumbai, Chennai, Bangalore/Bengaluru",Not disclosed,"=HYPERLINK(""https://www.naukri.com/job-listings-data-scientist-financial-software-systems-pvt-ltd-kolkata-mumbai-chennai-bangalore-bengaluru-2-to-3-years-060822500640"")","deep learning, data science, Data modeling, Bfsi, Machine learning, Agile, Data warehousing, Financial services"
Techno Functional Business Analyst(Investment Banking Domain),Empaxis Data Management,"<span class=""ellipsis fleft fs12 lh16"" title=""1-3 Yrs "">1-3 Yrs</span>","Kolkata, Noida","3,00,000 - 7,00,000 PA.","=HYPERLINK(""https://www.naukri.com/job-listings-techno-functional-business-analyst-investment-banking-domain-empaxis-data-management-india-pvt-ltd-noida-kolkata-1-to-3-years-040822000137"")","Functional Analysis, Requirement Gathering, technical business analysis, Business Analysis, Investment Banking, Documentation"
"PowerBI, SQL, ADF (Azure Data Factory) -Module Lead",Mindtree,"<span class=""ellipsis fleft fs12 lh16"" title=""4-8 Yrs "">4-8 Yrs</span>","Kolkata, Pune, Chennai, Bangalore/Bengaluru",Not disclosed,"=HYPERLINK(""https://www.naukri.com/job-listings-powerbi-sql-adf-azure-data-factory-module-lead-mindtree-limited-kolkata-pune-chennai-bangalore-bengaluru-4-to-8-years-080822010830"")","Azure Data Factory, Power Bi, SQL, IT Skills, Cloud, Oracle, Big Data, AWS"
Principle Data Engineer / Architect - Python / Spark,Domain Crunchers,"<span class=""ellipsis fleft fs12 lh16"" title=""8-13 Yrs "">8-13 Yrs</span>","Kolkata, Mumbai, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru, Delhi / NCR",Not disclosed,"=HYPERLINK(""https://www.naukri.com/job-listings-principle-data-engineer-architect-python-spark-domain-crunchers-kolkata-mumbai-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-delhi-ncr-8-to-13-years-270722904486"")","Python, IT Skills, Java, Software Development, Cloud, Big Data, AWS, Data Management"
SAP Functional Data Senior Consultant - FICO,BackOffice IT Services India,"<span class=""ellipsis fleft fs12 lh16"" title=""4-9 Yrs "">4-9 Yrs</span>","Kolkata, Hyderabad/Secunderabad, Pune, Gurgaon/Gurugram, Bangalore/Bengaluru",Not disclosed,"=HYPERLINK(""https://www.naukri.com/job-listings-sap-functional-data-senior-consultant-fico-backoffice-it-services-india-pvt-ltd-kolkata-hyderabad-secunderabad-pune-gurgaon-gurugram-bangalore-bengaluru-4-to-9-years-270722011487"")","SAP FICO, IT Skills, SAP, Sap Fico Module, Techno Functional, SAP FICO Implementation, Functional consultant"
Sr. Officer / Assistant Manager Data Analytics,Rsm Gc Advisory Services,"<span class=""ellipsis fleft fs12 lh16"" title=""2-4 Yrs "">2-4 Yrs</span>","Kolkata, Mumbai, Gandhidham, Chennai, Bangalore/Bengaluru",Not disclosed,"=HYPERLINK(""https://www.naukri.com/job-listings-sr-officer-assistant-manager-data-analytics-rsm-gc-advisory-kolkata-mumbai-gandhidham-chennai-bangalore-bengaluru-2-to-4-years-060622500600"")","Data analysis, Assurance, Manager Quality Assurance, cyber security, Data processing, Data quality, data visualization, Information technology"
Data Scientist,TRH Consultancy Services,"<span class=""ellipsis fleft fs12 lh16"" title=""5-10 Yrs "">5-10 Yrs</span>","Kolkata, Mumbai, Nagpur, Hyderabad/Secunderabad, Pune, Chennai, Coimbatore, Bangalore/Bengaluru, Delhi",Not disclosed,"=HYPERLINK(""https://www.naukri.com/job-listings-data-scientist-trh-consultancy-services-kolkata-mumbai-nagpur-hyderabad-secunderabad-pune-chennai-coimbatore-bangalore-bengaluru-delhi-5-to-10-years-160822904545"")","Machine Learning, IT Skills, Python, Selenium, Big Data, Data Science, R, NLP"
Data Scientist - Python/Machine Learning,Accubits Technologies,"<span class=""ellipsis fleft fs12 lh16"" title=""4-8 Yrs "">4-8 Yrs</span>","Kolkata, Mumbai, Hyderabad/Secunderabad, Pune, Chennai, Ahmedabad, Bangalore/Bengaluru, Delhi / NCR",Not disclosed,"=HYPERLINK(""https://www.naukri.com/job-listings-data-scientist-python-machine-learning-accubits-technologies-kolkata-mumbai-hyderabad-secunderabad-pune-chennai-ahmedabad-bangalore-bengaluru-delhi-ncr-4-to-8-years-100822907866"")","Machine Learning, AB testing, R, Spotfire, Hive, R - Shiny, Tableau, SLQ"
NLP - Data scientist,RARR Technologies,"<span class=""ellipsis fleft fs12 lh16"" title=""2-7 Yrs "">2-7 Yrs</span>","Kolkata, Mumbai, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",Not disclosed,"=HYPERLINK(""https://www.naukri.com/job-listings-nlp-data-scientist-rarr-technologies-kolkata-mumbai-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-2-to-7-years-060722502211"")","Performance tuning, deep learning, RDBMS, Postgresql, MySQL, Machine learning, Data structures, MongoDB"
Data Scientist - NLP/Python/Spark,TalPro,"<span class=""ellipsis fleft fs12 lh16"" title=""3-8 Yrs "">3-8 Yrs</span>","Kolkata, Mumbai, Hyderabad/Secunderabad, Pune, Gurgaon/Gurugram, Chennai, Bangalore/Bengaluru",Not disclosed,"=HYPERLINK(""https://www.naukri.com/job-listings-data-scientist-nlp-python-spark-talpro-kolkata-mumbai-hyderabad-secunderabad-pune-gurgaon-gurugram-chennai-bangalore-bengaluru-3-to-8-years-140722907204"")","NLP, Spark, Python, learning, Tableau, data mining, Sentiment Analysis, predictive analytics"
Product Data Management,Exide,"<span class=""ellipsis fleft fs12 lh16"" title=""3-5 Yrs "">3-5 Yrs</span>",Kolkata,"7,00,000 - 10,00,000 PA.","=HYPERLINK(""https://www.naukri.com/job-listings-product-data-management-exide-industries-ltd-kolkata-3-to-5-years-220822004097"")","excel, SAP MM, product data management, data migration, SAP PLM"
Senior Analyst - Digital Marketing,Uplers,"<span class=""ellipsis fleft fs12 lh16"" title=""4-7 Yrs "">4-7 Yrs</span>","Kolkata, Ghaziabad, Chennai","15,00,000 - 18,00,000 PA.","=HYPERLINK(""https://www.naukri.com/job-listings-senior-analyst-digital-marketing-uplers-solutions-private-limited-kolkata-ghaziabad-chennai-4-to-7-years-090822006612"")","Google Analytics, Google AdWords, Digital Marketing, Search Engine Marketing, Excel, HubSpot, Youtube, Google search"
Quality Assessment Analyst - English ( Permanent Remote Role),Justified Advertising Software Services India Digital,"<span class=""ellipsis fleft fs12 lh16"" title=""2-4 Yrs "">2-4 Yrs</span>","Kolkata, Pune, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",Not disclosed,"=HYPERLINK(""https://www.naukri.com/job-listings-quality-assessment-analyst-english-permanent-remote-role-justified-advertising-software-services-india-digital-private-limited-kolkata-pune-chennai-bangalore-bengaluru-delhi-ncr-mumbai-all-areas-2-to-4-years-220822003816"")","Quality Audit, English Language Training, Customer Care, BPO, auditing, process improvement, data analysis, Quality Assurance"
Data Scientist - Digital Marketing Solutions,OPTIONS INDIA GROUP,"<span class=""ellipsis fleft fs12 lh16"" title=""3-8 Yrs "">3-8 Yrs</span>",Kolkata,Not disclosed,"=HYPERLINK(""https://www.naukri.com/job-listings-data-scientist-digital-marketing-solutions-options-india-group-kolkata-3-to-8-years-310822905546"")","RStudio, IT Skills, Python, Testing, Machine Learning, Artificial Intelligence, Oracle, Big Data"
Machine Learning Operations Engineer - Data Science,MasterMind Consultancy,"<span class=""ellipsis fleft fs12 lh16"" title=""3-5 Yrs "">3-5 Yrs</span>","Kolkata, Mumbai, Visakhapatnam, Hyderabad/Secunderabad, Pune, Chennai, Ahmedabad, Delhi / NCR, Bangalore/Bengaluru",Not disclosed,"=HYPERLINK(""https://www.naukri.com/job-listings-machine-learning-operations-engineer-data-science-mastermind-consultancy-kolkata-mumbai-visakhapatnam-vizag-hyderabad-secunderabad-pune-chennai-ahmedabad-delhi-ncr-bangalore-bengaluru-3-to-5-years-310822905482"")","Machine Learning, Kubeflow, JenkinsAzure, Azure, DevOps, AIML, Kubernetes, Docker"
Data Modeler,Capgemini,"<span class=""ellipsis fleft fs12 lh16"" title=""9-12 Yrs "">9-12 Yrs</span>",Kolkata,Not disclosed,"=HYPERLINK(""https://www.naukri.com/job-listings-data-modeler-capgemini-technology-services-india-limited-kolkata-9-to-12-years-080822902181"")","Data analysis, Data modeling, Schema, Information management, SQL, ETL, management, Data Vault"
Automation Quality Analyst,Yogy HR Solutions,"<span class=""ellipsis fleft fs12 lh16"" title=""3-6 Yrs "">3-6 Yrs</span>","Kolkata, Mumbai, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",Not disclosed,"=HYPERLINK(""https://www.naukri.com/job-listings-automation-quality-analyst-yogy-hr-solutions-kolkata-mumbai-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-3-to-6-years-100822912261"")","Automation Testing, C#, SpecFlow, Regression Testing, Cucumber Testing, Integration Testing, Appium, Selenium"
Quality Analyst- Nepali/ Bengali    // Mumbai/ Gurgaon,Pylon Management Consulting Pvt Ltd,"<span class=""ellipsis fleft fs12 lh16"" title=""2-7 Yrs "">2-7 Yrs</span>","Kolkata, Hyderabad/Secunderabad, Pune, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)","5,00,000 - 7,50,000 PA.","=HYPERLINK(""https://www.naukri.com/job-listings-quality-analyst-nepali-bengali-mumbai-gurgaon-pylon-management-consulting-pvt-ltd-kolkata-hyderabad-secunderabad-pune-bangalore-bengaluru-delhi-ncr-mumbai-all-areas-2-to-7-years-080822005472"")","Quality, quality analysis, content moderator, Bengali, Quality Check, trust and safety, Quality Assurance, nepali"
Executive / Sr . Executive - MIS,Emami Infra,"<span class=""ellipsis fleft fs12 lh16"" title=""7-12 Yrs "">7-12 Yrs</span>",Kolkata,Not disclosed,"=HYPERLINK(""https://www.naukri.com/job-listings-executive-sr-executive-mis-emami-infra-kolkata-7-to-12-years-270722502053"")","ERP, Data analysis, Data management, Business analysis, Analytical, Social media, Information security, Operations"
Data Scientist,VIAPROM,"<span class=""ellipsis fleft fs12 lh16"" title=""5-8 Yrs "">5-8 Yrs</span>",Kolkata,Not disclosed,"=HYPERLINK(""https://www.naukri.com/job-listings-data-scientist-viaprom-kolkata-5-to-8-years-270822000014"")","python, data science, machine learning, IT Skills, Big Data, Tableau, artificial intelligence, statistics"
"SQL DBA, Data Models For Bangalore and Kolkata location",DynPro,"<span class=""ellipsis fleft fs12 lh16"" title=""6-7 Yrs "">6-7 Yrs</span>","Kolkata, Bangalore/Bengaluru","7,00,000 - 8,00,000 PA.","=HYPERLINK(""https://www.naukri.com/job-listings-sql-dba-data-models-for-bangalore-and-kolkata-location-dynpro-india-pvt-ltd-kolkata-bangalore-bengaluru-6-to-7-years-250822001952"")","analysis, SQL DBA, IT Skills, DBA"
Data Modeller,AddRec Solutions Pvt.Ltd.,"<span class=""ellipsis fleft fs12 lh16"" title=""8-12 Yrs "">8-12 Yrs</span>","Kolkata, Mumbai, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",Not disclosed,"=HYPERLINK(""https://www.naukri.com/job-listings-data-modeller-addrec-solutions-pvt-ltd-kolkata-mumbai-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-8-to-12-years-240822007268"")","data modeling, Oracle, etl, SQL, metadata management, Erwin, Data modelling, ORACLE +"
"Data Modeler, Erwin,ER,Studio,ERBuilder-5+ years Exp-C2H Position-Open",SRS Infoway,"<span class=""ellipsis fleft fs12 lh16"" title=""5-10 Yrs "">5-10 Yrs</span>","Kolkata, Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)","7,00,000 - 15,00,000 PA.","=HYPERLINK(""https://www.naukri.com/job-listings-data-modeler-erwin-er-studio-erbuilder-5-years-exp-c2h-position-open-srs-infoway-kolkata-hyderabad-secunderabad-pune-ahmedabad-chennai-bangalore-bengaluru-delhi-ncr-mumbai-all-areas-5-to-10-years-230822600913"")","Erwin, Anil@srsinfoway com, Data Modeler, Studio, ER"
Data Scientist,SPAATech Solutions India Pvt Ltd,"<span class=""ellipsis fleft fs12 lh16"" title=""7-12 Yrs "">7-12 Yrs</span>",Kolkata,Not disclosed,"=HYPERLINK(""https://www.naukri.com/job-listings-data-scientist-spaatech-solutions-india-pvt-ltd-kolkata-7-to-12-years-300721500975"")","Automation, jQuery, data science, MySQL, Javascript, PHP, HTML, Windows"
Data Scientist,mPokket,"<span class=""ellipsis fleft fs12 lh16"" title=""3-5 Yrs "">3-5 Yrs</span>",Kolkata,Not disclosed,"=HYPERLINK(""https://www.naukri.com/job-listings-data-scientist-mpokket-kolkata-3-to-5-years-181021501324"")","Quantitative Analysis, Hive, R, Data Scientist, Hadoop, Operations Research, Computer Science, Statistical Analysis"
Data Science Engineer - Algorithm/Data Pipeline,AMSYS IT Services,"<span class=""ellipsis fleft fs12 lh16"" title=""5-10 Yrs "">5-10 Yrs</span>","Kolkata, Mumbai, Hyderabad/Secunderabad, Pune, Chennai, Ahmedabad, Bangalore/Bengaluru, Delhi / NCR",Not disclosed,"=HYPERLINK(""https://www.naukri.com/job-listings-data-science-engineer-algorithm-data-pipeline-amsys-it-services-kolkata-mumbai-hyderabad-secunderabad-pune-chennai-ahmedabad-bangalore-bengaluru-delhi-ncr-5-to-10-years-300722905885"")","Data Science, data analysis, analytical, IT Skills, Data Quality, Data Pipeline, Data Scientist, Data Management"
Data Ingestion,Vision Excel Career Solutions,"<span class=""ellipsis fleft fs12 lh16"" title=""5-10 Yrs "">5-10 Yrs</span>","Kolkata, Mumbai, Hyderabad/Secunderabad, Pune, Greater Noida, Bangalore/Bengaluru",Not disclosed,"=HYPERLINK(""https://www.naukri.com/job-listings-data-ingestion-vision-excel-career-solutions-kolkata-mumbai-hyderabad-secunderabad-pune-greater-noida-bangalore-bengaluru-5-to-10-years-140822900899"")","SQL, Java, Scala, Hadoop, Kafka, Spark, Nifi, Python"
Lead NLP/Data Science - STRAVISO INDIA PVT LTD-PUNE,StraViso,"<span class=""ellipsis fleft fs12 lh16"" title=""7-12 Yrs "">7-12 Yrs</span>","Kolkata, Hyderabad/Secunderabad, Pune, Gurgaon/Gurugram, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)","14,00,000 - 24,00,000 PA.","=HYPERLINK(""https://www.naukri.com/job-listings-lead-nlp-data-science-straviso-india-pvt-ltd-pune-straviso-india-private-limited-kolkata-hyderabad-secunderabad-pune-gurgaon-gurugram-chennai-bangalore-bengaluru-delhi-ncr-mumbai-all-areas-7-to-12-years-050822000361"")","IT Skills, Python, Testing, Data Science, Machine Learning, Artificial Intelligence, Cloud, nlp"
Opening_ Data Scientist_ Pelatro Solutions,Pelatro Solutions,"<span class=""ellipsis fleft fs12 lh16"" title=""8-12 Yrs "">8-12 Yrs</span>","Kolkata, Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",Not disclosed,"=HYPERLINK(""https://www.naukri.com/job-listings-opening-data-scientist-pelatro-solutions-pelatro-solutions-pvt-ltd-kolkata-hyderabad-secunderabad-pune-ahmedabad-chennai-bangalore-bengaluru-delhi-ncr-mumbai-all-areas-8-to-12-years-180822001698"")","Data Science, team management, python, predictive modeling, Machine Learning, SQL"
Affine- Hiring For Data Science  - Work from Home,Affine,"<span class=""ellipsis fleft fs12 lh16"" title=""4-7 Yrs "">4-7 Yrs</span>","Kolkata, Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",Not disclosed,"=HYPERLINK(""https://www.naukri.com/job-listings-affine-hiring-for-data-science-work-from-home-affine-kolkata-hyderabad-secunderabad-pune-ahmedabad-chennai-bangalore-bengaluru-delhi-ncr-mumbai-all-areas-4-to-7-years-170822009934"")","statistical models, Machine Learning, Python, Regression, Glm"
