Job Title,Company,Experience,Location,Salary,Link,Skills
Python Developer - Data Analyst,Skyislimit,"<span class=""ellipsis fleft fs12 lh16"" title=""1-6 Yrs "">1-6 Yrs</span>",Ernakulam,Not disclosed,"=HYPERLINK(""https://www.naukri.com/job-listings-python-developer-data-analyst-skyislimit-ernakulam-1-to-6-years-281221501726"")","IT Skills, Python, DevOps, CSS, Javascript, Tableau, Power BI, Python Developer"
Sr.Data Analyst,ACZ Global Private Limited,"<span class=""ellipsis fleft fs12 lh16"" title=""4-6 Yrs "">4-6 Yrs</span>","Kochi/Cochin, Gurgaon/Gurugram, Bangalore/Bengaluru",Not disclosed,"=HYPERLINK(""https://www.naukri.com/job-listings-sr-data-analyst-acz-global-private-limited-kochi-cochin-gurgaon-gurugram-bangalore-bengaluru-4-to-6-years-100822613344"")","project management, Excel, Stockholder Management, power bi, project coordination, data analyst, dashboard"
Data Analyst,VIAPROM Analytics,"<span class=""ellipsis fleft fs12 lh16"" title=""2-4 Yrs "">2-4 Yrs</span>",Kochi/Cochin,Not disclosed,"=HYPERLINK(""https://www.naukri.com/job-listings-data-analyst-viaprom-analytics-kochi-cochin-2-to-4-years-090822909810"")","Tableau Development, Data manipulation, Tableau, data mapping, Statistical Modelling, Machine Learning, Python, SQL"
Data Analyst,NAV TECHNOLOGIES,"<span class=""ellipsis fleft fs12 lh16"" title=""1-4 Yrs "">1-4 Yrs</span>",Kochi,Not disclosed,"=HYPERLINK(""https://www.naukri.com/job-listings-data-analyst-nav-technologies-ernakulam-kochi-cochin-1-to-4-years-160320502757"")","Big Data, Apache Spark, IT Skills, spark, Manager Technology, Data Analyst"
Data Analyst,UniqLeads,"<span class=""ellipsis fleft fs12 lh16"" title=""2-3 Yrs "">2-3 Yrs</span>",Kochi,Not disclosed,"=HYPERLINK(""https://www.naukri.com/job-listings-data-analyst-uniqleads-research-ernakulam-kochi-cochin-2-to-3-years-050819500600"")","Direct marketing, Excel, Sales, Web technologies, Project management, Marketing planning, Data Analyst, Resource management"
Data Analyst,Navgathi,"<span class=""ellipsis fleft fs12 lh16"" title=""2-3 Yrs "">2-3 Yrs</span>",Kochi/Cochin,Not disclosed,"=HYPERLINK(""https://www.naukri.com/job-listings-data-analyst-navgathi-marine-design-constructions-kochi-cochin-2-to-3-years-260322500222"")","deep learning, PDF, Front end, Neural networks, Machine learning, Opengl, Data collection, Data Analyst"
Data Analyst - 1,DOPTIT PRIVATE LIMITED,"<span class=""ellipsis fleft fs12 lh16"" title=""1-4 Yrs "">1-4 Yrs</span>",Kochi/Cochin,Not disclosed,"=HYPERLINK(""https://www.naukri.com/job-listings-data-analyst-1-doptit-private-limited-kochi-cochin-1-to-4-years-210722502258"")","LINUX, Excel, ORACLE, SHELL, MS SQL, IT Skills, Oracle SQL, Database"
Data Engineering Analyst,UST,"<span class=""ellipsis fleft fs12 lh16"" title=""4-9 Yrs "">4-9 Yrs</span>","Kochi/Cochin, Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru, Trivandrum/Thiruvananthapuram, Kerala",Not disclosed,"=HYPERLINK(""https://www.naukri.com/job-listings-data-engineering-analyst-us-technology-international-pvt-ltd-kochi-cochin-hyderabad-secunderabad-chennai-bangalore-bengaluru-trivandrum-thiruvananthapuram-kerala-4-to-9-years-180822013396"")","SAS, Data Visualization & Manipulation, Python, IT Skills, Business Intelligence, ETL, SQL"
Data Analyst,BEO Software,"<span class=""ellipsis fleft fs12 lh16"" title=""3-8 Yrs "">3-8 Yrs</span>",Kochi/Cochin,Not disclosed,"=HYPERLINK(""https://www.naukri.com/job-listings-data-analyst-beo-software-private-limited-kochi-cochin-3-to-8-years-010822005816"")","Microsoft Power Bi, sql, Microsoft PowerBI, Atlassian, Data Analysis, Snowflake, Python, dbt cloud"
Data Quality Analyst,Fragomen,"<span class=""ellipsis fleft fs12 lh16"" title=""1-4 Yrs "">1-4 Yrs</span>",Kochi/Cochin,Not disclosed,"=HYPERLINK(""https://www.naukri.com/job-listings-data-quality-analyst-fragomen-kochi-cochin-1-to-4-years-220622500796"")","data cleansing, Data analysis, Analytical, Data collection, business rules, Data quality, MS Office, Data Quality Analyst"
Data Analyst,EPI-USE Systems Limited,"<span class=""ellipsis fleft fs12 lh16"" title=""1-4 Yrs "">1-4 Yrs</span>",Kochi/Cochin,Not disclosed,"=HYPERLINK(""https://www.naukri.com/job-listings-data-analyst-epi-use-systems-limited-kochi-cochin-1-to-4-years-280422500797"")","IT Skills, Cloud, AWS, Tableau, Power BI, Data analysis, Payroll, French"
Senior Business Analyst,SayOne Technologies,"<span class=""ellipsis fleft fs12 lh16"" title=""1-3 Yrs "">1-3 Yrs</span>",Kochi/Cochin,Not disclosed,"=HYPERLINK(""https://www.naukri.com/job-listings-senior-business-analyst-sayone-technologies-kochi-cochin-1-to-3-years-280422502069"")","Business process, Process design, Process monitoring, Data management, Business Analyst, Business analysis, management, Business strategy"
Business Analyst,COGNOTICAI CONSULTING,"<span class=""ellipsis fleft fs12 lh16"" title=""8-10 Yrs "">8-10 Yrs</span>","Kochi/Cochin, Pune, Chennai, Bangalore/Bengaluru, Trivandrum/Thiruvananthapuram",Not disclosed,"=HYPERLINK(""https://www.naukri.com/job-listings-business-analyst-cognoticai-consulting-private-limited-kochi-cochin-pune-chennai-bangalore-bengaluru-trivandrum-thiruvananthapuram-8-to-10-years-180822903699"")","Business Analysis, Common programming, software development, agile, IT Skills, Testing, Agile Methodology, Data Management"
Senior Product Analyst I,Hotstar,"<span class=""ellipsis fleft fs12 lh16"" title=""5-8 Yrs "">5-8 Yrs</span>","Kochi/Cochin, Mumbai, Hyderabad/Secunderabad, Gurgaon/Gurugram, Bangalore/Bengaluru",Not disclosed,"=HYPERLINK(""https://www.naukri.com/job-listings-senior-product-analyst-i-hotstar-kochi-cochin-mumbai-hyderabad-secunderabad-gurgaon-gurugram-bangalore-bengaluru-5-to-8-years-310822502139"")","Senior Product Analyst, digital analytics, adobe analytics, Data modeling, Analytical, Instrumentation, Senior Business Analyst, Data warehousing"
Data Engineer: Data Modeling,IBM,"<span class=""ellipsis fleft fs12 lh16"" title=""5-10 Yrs "">5-10 Yrs</span>",Kochi/Cochin,Not disclosed,"=HYPERLINK(""https://www.naukri.com/job-listings-data-engineer-data-modeling-ibm-india-pvt-limited-kochi-cochin-5-to-10-years-160822910041"")","Data analysis, SAP, Analytical, Application development, SQL, Interpersonal skills, Time management, Data modeling"
Senior Data Engineer,BEO Software Pvt Ltd,"<span class=""ellipsis fleft fs12 lh16"" title=""3-8 Yrs "">3-8 Yrs</span>",Kochi/Cochin,Not disclosed,"=HYPERLINK(""https://www.naukri.com/job-listings-senior-data-engineer-beo-software-pvt-ltd-kochi-cochin-3-to-8-years-080722500870"")","API, docker, FastAPI, Azure DevOps, verbal, data analytics, Python, flask"
Operations Research Analyst,NeST Digital,"<span class=""ellipsis fleft fs12 lh16"" title=""5-10 Yrs "">5-10 Yrs</span>",Kochi/Cochin,Not disclosed,"=HYPERLINK(""https://www.naukri.com/job-listings-operations-research-analyst-nest-digital-kochi-cochin-5-to-10-years-300322500728"")","Mathematical optimization, PowerPoint, Object - oriented programming, Mathematical modeling, Data analysis, Risk analysis, Simulation modeling, algorithm development"
Business Intelligence Consultant - Data & AI,Neudesic Technologies,"<span class=""ellipsis fleft fs12 lh16"" title=""5-10 Yrs "">5-10 Yrs</span>","Kochi/Cochin, Hyderabad/Secunderabad, Bangalore/Bengaluru",Not disclosed,"=HYPERLINK(""https://www.naukri.com/job-listings-business-intelligence-consultant-data-ai-neudesic-technologies-pvt-ltd-kochi-cochin-hyderabad-secunderabad-bangalore-bengaluru-5-to-10-years-180822005613"")","power bi, business intelligence, sql server, IT Skills, Big Data, AWS, Tableau, SAP"
Data Scientist,18 Steps Consultants,"<span class=""ellipsis fleft fs12 lh16"" title=""0-2 Yrs "">0-2 Yrs</span>",Kochi/Cochin,Not disclosed,"=HYPERLINK(""https://www.naukri.com/job-listings-data-scientist-18-steps-consultants-kochi-cochin-0-to-2-years-030822500284"")","Retail, advanced analytics, Bfsi, Machine learning, Deployment, Python"
